#"Step","Potential Energy (kJ/mole)","Temperature (K)"
25650000,-15666.5467749,302.141444186
25800000,-15134.3895823,302.854368804
25950000,-15016.2851262,296.736755604
26100000,-15394.5441395,297.366155843
26250000,-15137.3111392,298.683934583
26400000,-15585.2246327,299.118034657
26550000,-15650.572032,302.344505342
26700000,-15494.8666806,297.132242642
26850000,-16001.4295773,295.686939513
27000000,-15387.6611783,305.670178979
27150000,-15485.7521195,301.328600791
27300000,-15592.2168967,292.51308305
27450000,-15444.7620739,302.33902118
27600000,-15570.7405891,297.067731062
27750000,-15438.6236329,296.262411896
27900000,-15241.46949,301.934513663
28050000,-15228.0726086,296.239371706
28200000,-15448.5389437,299.461439296
28350000,-15281.7815055,298.854898343
28500000,-15356.6451553,297.355157178
28650000,-15748.6214678,302.003223111
28800000,-15197.137178,298.397092632
28950000,-15644.1585912,300.022461821
29100000,-15704.9667847,307.111116228
29250000,-15133.8771837,290.797265785
29400000,-15564.7459805,301.9435316
29550000,-15615.9515121,299.132217303
29700000,-15263.0023276,307.161106389
29850000,-15172.6777552,297.867022198
30000000,-15309.2422558,300.5980044
30150000,-15679.1662205,295.3047324
30300000,-15412.5297107,303.515726886
30450000,-15323.1026547,307.384775987
30600000,-15402.6599559,304.827160821
30750000,-15897.0259519,302.981537689
30900000,-15297.6781838,293.244019963
31050000,-16038.1288833,298.974038211
31200000,-15772.4124989,301.733027478
31350000,-15323.0912999,295.04370197
31500000,-16160.184779,300.820409924
31650000,-15291.929053,302.369632437
31800000,-15488.3924525,297.540696665
31950000,-15278.3407495,298.536860912
32100000,-15777.8258711,294.987785854
32250000,-15318.9755786,295.336738452
32400000,-15443.4577363,300.906946937
32550000,-15452.1197472,298.450010069
32700000,-15360.5168284,299.389039784
32850000,-15179.7435454,301.409808336
33000000,-15362.0062226,296.550104079
33150000,-15353.9631946,297.072723041
33300000,-15588.0751208,305.007413462
33450000,-15341.7391068,296.630504618
33600000,-15960.7307306,294.670061014
33750000,-15391.2793486,295.483407673
33900000,-15710.8263153,307.867680816
34050000,-15249.391605,303.061097592
34200000,-15441.7936384,301.455962665
34350000,-15626.3477652,295.731294886
34500000,-15295.7461314,296.513062198
34650000,-15562.5533674,302.286894452
34800000,-15631.9347812,302.387141033
34950000,-15636.3919736,305.602862637
35100000,-15481.7062329,300.230372694
35250000,-15771.122243,298.88326354
35400000,-15607.1526195,298.412600056
35550000,-15575.779777,297.59591034
35700000,-15417.1009121,296.92518334
35850000,-15482.5558992,303.552996281
36000000,-15754.1705567,296.6146603
36150000,-15262.4455117,301.101237959
36300000,-15658.4471851,307.482191846
36450000,-15180.5288227,297.302151426
36600000,-15565.0261929,297.535613883
36750000,-15758.5178287,297.888075574
36900000,-15833.3099603,298.38469808
37050000,-15266.5613121,293.451290285
37200000,-15434.0969165,297.379809333
37350000,-15354.3983629,305.024713649
37500000,-15705.5084906,300.696977126
37650000,-15672.603549,301.3926835
37800000,-15620.2495151,300.908727087
37950000,-15308.8110439,304.31794434
38100000,-15792.9810172,293.595876246
38250000,-15562.6508162,299.743472115
38400000,-15450.6440719,304.013215287
38550000,-15526.0087746,296.313816475
38700000,-15645.5012569,298.436268604
38850000,-15864.8906442,296.09087852
39000000,-15589.2474742,299.852807559
39150000,-15862.9931971,304.852124359
39300000,-15843.5992539,303.080882732
39450000,-15731.353885,301.570233803
39600000,-15896.0804273,297.081397646
39750000,-15598.8923807,298.101533495
39900000,-15536.1167552,299.289351722
40050000,-15389.3385146,300.351926681
40200000,-15713.1650846,305.504200336
40350000,-15712.734045,303.165661907
40500000,-15568.5454908,304.221279545
40650000,-15468.5801967,297.076912216
40800000,-15424.8804686,299.918851861
40950000,-15649.780848,299.639354752
41100000,-15396.9017049,304.76833464
41250000,-15737.5833487,301.745731299
41400000,-15363.7427552,297.570994638
41550000,-15758.8077571,300.097169553
41700000,-15700.0083779,296.432600815
41850000,-15796.3286607,302.654880527
42000000,-15294.2716391,294.629199474
42150000,-15418.7845822,301.707991157
42300000,-15781.1963395,305.223473294
42450000,-15651.7698341,301.077142035
42600000,-15600.4024836,298.762279149
42750000,-15639.3354144,294.827784174
42900000,-15453.7472771,299.6406498
43050000,-15533.1430356,301.985719822
43200000,-15287.3007267,297.185198445
43350000,-15560.9773431,294.345403267
43500000,-15793.5811133,300.668277696
43650000,-15439.6955539,300.546448774
43800000,-15812.8075789,305.486148517
43950000,-15374.4671397,300.916299606
44100000,-16045.5892677,299.631490653
44250000,-15858.3204369,297.226920795
44400000,-15719.4641901,299.37982997
44550000,-15774.6847589,302.178540904
44700000,-15867.5876348,294.338963999
44850000,-15939.9121756,297.877101376
45000000,-15949.7765338,297.924224799
45150000,-16225.8364229,300.224145968
45300000,-16182.7796027,289.325887226
45450000,-15771.9654661,297.41211559
45600000,-15668.0100441,298.813668218
45750000,-16172.6468002,298.538558365
45900000,-15517.2881573,295.021004106
46050000,-16121.5327158,302.202219781
46200000,-16264.3836333,295.943785092
46350000,-15752.327749,305.781107173
46500000,-15711.545858,302.380591546
46650000,-15597.3608417,299.960434832
46800000,-15697.6930042,294.47128649
46950000,-16182.8167412,296.451521076
47100000,-16183.4849357,294.403858567
47250000,-15717.3129742,298.905264416
47400000,-16455.62951,301.807439657
47550000,-16036.535592,305.169162889
47700000,-15921.476833,303.941737288
47850000,-16214.6700517,308.189710792
48000000,-16117.8554382,297.361265905
48150000,-15799.275613,296.310831836
48300000,-15766.2407067,302.337044504
48450000,-15937.5030739,304.970117692
48600000,-15621.2957401,295.777037876
48750000,-16365.4290962,302.276235474
48900000,-15684.3044389,299.684573254
49050000,-16039.1800432,293.889407932
49200000,-16266.8184532,300.907262945
49350000,-16047.6427932,302.66491829
49500000,-16042.2549436,297.823026997
49650000,-15941.6741457,301.167219393
49800000,-16186.4981644,303.930374829
49950000,-15777.7739463,303.191594031
50100000,-15745.9608873,294.347256678
50250000,-15621.1035542,305.76276889
50400000,-15876.4216689,304.606388125
50550000,-16262.2267452,302.50259035
50700000,-15883.3947749,298.187577681
50850000,-15930.6081828,300.020165623
51000000,-16195.542987,302.250514953
51150000,-15591.9803589,301.674204339
51300000,-15885.3691172,299.577930053
51450000,-16256.212536,299.48758996
51600000,-16015.3380181,298.4522399
51750000,-16053.1832129,303.369783043
51900000,-15811.8155583,300.731212058
52050000,-15261.1810581,302.231535053
52200000,-16078.1715388,298.998773126
52350000,-15853.465146,299.299971357
52500000,-15990.6226792,294.257168539
52650000,-16045.1390778,296.108087843
52800000,-16369.6163856,299.406797585
52950000,-15969.2530417,303.573051676
53100000,-15667.0272411,304.692579366
53250000,-15952.7794222,306.059090021
53400000,-15992.1756317,305.106843701
53550000,-16176.6860487,306.146194385
53700000,-16148.6778691,305.150392059
53850000,-16156.2070447,297.829845762
54000000,-15630.2089856,306.924399715
54150000,-15995.7806807,302.103946894
54300000,-16180.4982415,302.470078203
54450000,-15785.7114562,295.266223349
54600000,-16024.4775194,292.726113942
54750000,-15703.8153234,307.031324586
54900000,-15920.7850464,297.906411738
55050000,-16230.2632805,299.311674984
55200000,-15954.5686726,303.910256738
55350000,-16191.502483,301.069369267
55500000,-15812.5876637,303.598784908
55650000,-15712.9545387,304.95757227
55800000,-15724.7500203,299.264383095
55950000,-15989.3336101,302.07170832
56100000,-15789.9552661,296.705371649
56250000,-15874.8795212,298.800673797
56400000,-15549.4291049,296.25546827
56550000,-15794.1629492,296.802847607
56700000,-16174.1421025,301.219303591
56850000,-16017.932514,303.162147739
57000000,-16083.780443,295.666468135
57150000,-15918.2661695,300.784511022
57300000,-15912.8105016,304.165997266
57450000,-15961.8041154,304.669862572
57600000,-15954.0635163,300.777925799
57750000,-16299.0249183,301.790647619
57900000,-16286.7058265,301.080249123
58050000,-16467.5442904,289.388350822
58200000,-15784.3014075,296.379361964
58350000,-15773.2125513,300.487997357
58500000,-16152.0609586,302.065906832
58650000,-16237.1980709,301.811384786
58800000,-16059.7547838,299.290528867
58950000,-16472.7154283,302.718181149
59100000,-16047.3435617,303.264983497
59250000,-16152.6957534,301.25058371
59400000,-16408.5669887,302.119329065
59550000,-15602.8162021,295.515148816
59700000,-15669.3406236,300.173407909
59850000,-16440.772626,302.913844265
60000000,-16336.7034026,304.676428024
60150000,-16535.1666614,300.943844729
60300000,-16039.7283489,295.850463828
60450000,-15679.3564092,301.718755707
60600000,-16112.5788577,305.512553338
60750000,-16108.0922941,297.479401107
60900000,-16311.3914372,299.348302942
61050000,-16095.2406774,301.572649321
61200000,-15934.3299963,303.719118061
61350000,-16444.4290454,301.226743051
61500000,-16242.74144,305.644374194
61650000,-16262.3969356,297.941185304
61800000,-16111.807414,298.911758606
61950000,-16369.6160388,297.367167382
62100000,-16089.6113185,297.041901895
62250000,-16150.4243719,301.597372432
62400000,-16029.3996901,300.563820192
62550000,-16192.1010234,299.895006592
62700000,-15252.1142621,304.382644683
62850000,-16492.8619974,300.107333954
63000000,-16174.0954269,299.78978721
63150000,-16278.8708138,301.52230419
63300000,-16072.7492604,297.641812143
63450000,-16114.251481,295.134618445
63600000,-16217.3151691,295.686630503
63750000,-16178.8006033,295.680802703
63900000,-15819.3966848,300.140164147
64050000,-15938.2681227,303.213176532
64200000,-16391.6023277,298.451958897
64350000,-16221.664241,295.901065846
64500000,-16140.1260472,300.441807922
64650000,-16033.6000528,302.845717846
64800000,-16159.319209,298.560128065
64950000,-15827.1216998,300.056704788
65100000,-16298.3072336,307.205126944
65250000,-15691.890995,299.152146391
65400000,-16415.723681,298.459278185
65550000,-16439.8668454,298.025293199
65700000,-15869.3565667,298.263794095
65850000,-15814.6339143,303.345205905
66000000,-16543.8611667,303.8928177
66150000,-15751.3032384,299.126406601
66300000,-16177.3385811,297.79884111
66450000,-15867.4607485,299.225853223
66600000,-15978.6367159,304.417142867
66750000,-15780.3808858,302.148075278
66900000,-16300.7701315,296.16803908
67050000,-16079.8999413,303.048536756
67200000,-16035.7653702,299.997474341
67350000,-15990.2798669,299.508389729
67500000,-16167.6752104,297.812065281
67650000,-16001.1798316,300.951439391
67800000,-16237.0061382,300.697678198
67950000,-16110.2862233,298.327980992
68100000,-15886.2917883,299.912294633
68250000,-15558.6965459,300.740028893
68400000,-15948.1476928,299.050258897
68550000,-16222.3290371,305.879406775
68700000,-16489.6399083,299.202913103
68850000,-16079.7708535,297.363593417
69000000,-16097.8816923,293.250296279
69150000,-15836.7541094,302.98724377
69300000,-15570.1661402,291.635721371
69450000,-16141.7839966,312.261577973
69600000,-16511.2017035,301.707491166
69750000,-15966.0367767,305.341623992
69900000,-16106.4440685,303.967067331
70050000,-16231.0000327,304.3851018
70200000,-16270.6914342,301.551110436
70350000,-15863.9875637,302.680356938
70500000,-16196.8154186,301.548648976
70650000,-16138.6995835,306.052572673
70800000,-16582.2701133,304.068727812
70950000,-15974.0062636,303.270632743
71100000,-15812.8181506,301.325128542
71250000,-16074.6108218,303.975209758
71400000,-15804.8224145,292.297445105
71550000,-15713.754824,297.863789262
71700000,-16487.7304578,295.215786053
71850000,-16049.7820806,298.58274247
72000000,-16120.5673923,296.837231398
72150000,-15769.7385983,293.892517799
72300000,-16041.935609,301.183692619
72450000,-16246.2462695,303.039024608
72600000,-16435.3828259,296.11732252
72750000,-15814.1578803,297.435356339
72900000,-15748.2429845,293.355795638
73050000,-15877.0197955,301.309569612
73200000,-16069.920759,299.125069212
73350000,-16165.4272677,298.615831775
73500000,-15769.2249463,299.665101693
73650000,-16463.1420291,300.888264475
73800000,-16232.2388039,301.974855034
73950000,-16164.4310694,300.314617521
74100000,-16789.5940757,299.548802489
74250000,-16528.4322425,304.088582378
74400000,-16073.8354156,296.211746486
74550000,-15832.3105343,297.214347362
74700000,-15956.8055899,293.387647932
74850000,-16273.3314614,298.299557555
75000000,-16174.8518163,298.917219848
75150000,-15953.0879244,302.411215926
75300000,-15745.9956062,302.184494846
75450000,-16081.8625282,298.209572475
75600000,-16173.390408,303.635964806
75750000,-16179.9828851,300.960904582
75900000,-16073.9307002,304.727142531
76050000,-15878.839203,300.607980249
76200000,-16133.851264,301.98715022
76350000,-16141.8367064,303.980823405
76500000,-16102.3122631,301.727247556
76650000,-16589.0166673,297.427895908
76800000,-16285.3418365,293.067981911
76950000,-16239.8306049,302.440718854
77100000,-16078.1368387,303.214858587
77250000,-16053.1566879,302.043669197
77400000,-16336.6224934,300.076385214
77550000,-15994.9045436,307.489063138
77700000,-16224.5923485,301.671730402
77850000,-16333.2524205,304.853211061
78000000,-16316.7668692,299.971569663
78150000,-16027.5024112,298.584472846
78300000,-15992.5182409,300.710770344
78450000,-16000.7708125,300.004976902
78600000,-15745.2740209,294.550385082
78750000,-16315.5573647,295.751122241
78900000,-16466.6028297,300.889888868
79050000,-16160.6456388,295.625414567
79200000,-16139.1524956,300.519041082
79350000,-16390.7978939,300.705251447
79500000,-16145.7260071,300.873333418
79650000,-16145.8309157,297.940021414
79800000,-16157.906394,303.666929435
79950000,-16361.5708716,298.885298332
80100000,-16293.1264719,296.566150542
80250000,-16439.8852847,298.391796462
80400000,-16135.043315,299.644255055
80550000,-16407.657735,305.656162349
80700000,-16182.3734048,298.972219091
80850000,-16089.1398757,294.940577819
81000000,-15736.3778554,298.392121711
81150000,-16190.8961966,302.230896798
81300000,-16425.1566113,298.406485465
81450000,-16113.3585751,304.193670336
81600000,-16191.1270425,301.748498902
81750000,-16055.4056643,298.440897955
81900000,-16401.8574734,305.523234514
82050000,-15978.1997367,298.385858792
82200000,-16422.8060315,295.205894519
82350000,-16183.9804102,305.38868079
82500000,-16752.3773524,299.838207998
82650000,-16235.684329,304.734201055
82800000,-16028.9707549,303.520888232
82950000,-16171.85451,302.463637085
83100000,-16509.2411169,302.567293131
83250000,-15567.7269604,300.758479854
83400000,-16268.3471618,301.610519193
83550000,-16103.9473929,301.034210444
83700000,-16305.5897176,297.532458152
83850000,-16633.094196,299.453828883
84000000,-16281.8846305,301.056969924
84150000,-16207.3502895,298.703099137
84300000,-16155.3730164,300.315040364
84450000,-15780.8250754,298.034770417
84600000,-16071.5196975,297.41990128
84750000,-16313.4791094,301.733698706
84900000,-16266.8726677,309.792587397
85050000,-15782.9955923,299.968586072
85200000,-15892.0018246,297.389630021
85350000,-15959.6139123,304.654390365
85500000,-16236.8118017,300.406974427
85650000,-16038.340892,297.898460177
85800000,-16426.6266439,300.72170666
85950000,-16323.1301115,296.2209921
86100000,-15802.1348975,297.004587078
86250000,-16431.2076609,299.588120075
86400000,-16520.8328671,290.44921051
86550000,-16568.5838369,303.265990145
86700000,-15980.6400485,298.041968915
86850000,-16179.8570823,299.063024031
87000000,-16386.2877599,301.360069019
87150000,-16080.7113215,300.261708368
87300000,-16326.0132038,296.341573567
87450000,-16172.2765027,304.14753884
87600000,-16105.0386596,300.029908642
87750000,-16542.8290716,298.356958075
87900000,-16117.5244916,297.196847556
88050000,-16277.9707405,301.408027078
88200000,-16073.4418549,294.318494895
88350000,-16104.6161566,303.676632832
88500000,-16013.1662373,293.633141762
88650000,-16238.4305135,299.385127083
88800000,-16045.1329415,299.312388549
88950000,-16296.6959532,300.086996992
89100000,-15648.096714,304.32620462
89250000,-16055.3079243,304.164846966
89400000,-16138.3254804,300.204303146
89550000,-15880.1669869,297.070815188
89700000,-15762.1466012,298.296304699
89850000,-15767.1670384,301.989562529
90000000,-16624.675705,301.607169601
90150000,-16247.553976,296.575806025
90300000,-16106.3733463,303.418658132
90450000,-16187.4465394,294.045277894
90600000,-16379.618694,300.191200123
90750000,-16306.565663,299.417441826
90900000,-16466.2762558,303.384802637
91050000,-16514.9187095,299.851299553
91200000,-16032.8780821,301.496936123
