#"Step","Potential Energy (kJ/mole)","Temperature (K)"
59100000,2118.64807715,298.04069505
59250000,2617.47685768,299.303841301
59400000,2257.5609961,304.002111413
59550000,2665.89895855,301.17468545
59700000,2797.71410416,306.805013403
59850000,2111.87828582,301.3963986
60000000,2484.83900781,304.400851637
60150000,2842.28368199,298.206924627
60300000,2471.81402193,301.096669799
60450000,2647.78866375,303.751396392
60600000,2508.11734977,303.048181703
60750000,2657.7991937,301.415247374
60900000,2517.50248671,297.251089766
61050000,2469.00227205,301.002276556
61200000,2387.25555238,298.363399639
61350000,2189.45768798,308.142864669
61500000,2131.48667704,299.991512249
61650000,2346.12366754,301.255897463
61800000,2655.36373541,302.270188026
61950000,2452.86664788,296.301379844
62100000,2610.59736356,303.807533557
62250000,2547.9448857,293.388389984
62400000,2270.45257266,303.284760807
62550000,2908.67167632,300.383410071
62700000,2250.17182056,308.874878895
62850000,2627.03352727,304.529572857
63000000,2180.17905158,300.106365044
63150000,2148.02315014,300.846872972
63300000,2500.59962891,298.144343579
63450000,2523.91323005,293.923875349
63600000,2590.95470449,304.059677561
63750000,2444.16737279,303.76601283
63900000,2502.87393824,296.267322575
64050000,2750.07072715,297.029442175
64200000,2865.52074316,296.643835199
64350000,2846.49655444,294.008727251
64500000,2816.68203214,293.373295705
64650000,2244.42854435,293.348364431
64800000,2701.72697866,301.418888308
64950000,2617.81307422,305.152859448
65100000,2760.46347797,298.850454137
65250000,2405.7385767,299.348981539
65400000,2456.49182655,303.492441201
65550000,3349.65843202,299.30391263
65700000,2952.23650557,305.141103936
65850000,2155.1439043,301.315900019
66000000,2813.65448276,303.262257033
66150000,2296.7283203,300.896889554
66300000,2597.82420158,301.780196612
66450000,2018.93257669,302.092618824
66600000,2390.34208577,297.599386804
66750000,2649.20411547,305.284734454
66900000,2449.02379366,302.824756036
67050000,2716.60414731,301.14722026
67200000,2818.00810584,300.699583358
67350000,2486.07999661,304.628586906
67500000,2222.17784003,296.332557215
67650000,2573.77859448,298.12142198
67800000,2631.69303029,297.995587375
67950000,2044.37032073,300.933097263
68100000,2360.17022029,299.08793484
68250000,2498.23183974,293.32892864
68400000,2177.88848981,303.078425934
68550000,2045.92205587,301.126801164
68700000,2317.21564674,299.52575061
68850000,2166.05005324,301.284672912
69000000,2168.85471316,297.532073005
69150000,2315.94077583,300.911255871
69300000,2647.45725343,297.426294634
69450000,2253.42184089,300.349067843
69600000,2127.59257722,300.563234476
69750000,2302.71865958,294.789841801
69900000,2197.38719664,307.37809064
70050000,2388.96868487,296.305559978
70200000,2768.64591045,300.649967714
70350000,1967.54680933,295.244705749
70500000,2033.18719125,304.357084349
70650000,2403.90528114,297.583124396
70800000,2844.76852744,299.389841883
70950000,2833.33149874,304.350057775
71100000,2880.24841549,294.523941477
71250000,2594.98984648,299.625315024
71400000,2267.57648297,300.654761077
71550000,2040.33897087,298.891872049
71700000,2757.27826258,295.472194291
71850000,2520.85688332,298.651600577
72000000,2378.88951485,298.574196163
72150000,2523.70355908,296.860610329
72300000,2361.78738019,299.843794691
72450000,2538.51700984,296.143698801
72600000,2786.12557438,308.441357922
72750000,2363.74981849,303.11587392
72900000,2054.25354157,299.888906268
73050000,2954.38176837,299.127282355
73200000,2896.05813106,301.720496875
73350000,2627.37259243,301.467232725
73500000,2318.1477479,306.118993509
73650000,2184.14945511,300.035791413
73800000,2568.14297971,298.052461058
73950000,2692.99616031,301.542844447
74100000,2303.01403478,306.48647559
74250000,2274.86191396,298.632958835
74400000,2111.01746252,303.505652046
74550000,2419.80509823,300.900350277
74700000,2365.10598744,300.647058604
74850000,2481.3643714,295.598607389
75000000,2596.77170834,298.791629516
75150000,2005.63030123,296.321657774
75300000,2546.84953319,304.264006177
75450000,2417.38801742,305.35683814
75600000,2664.43398068,303.354468791
75750000,2569.13243124,305.657196231
75900000,2394.00883177,301.145430749
76050000,3017.92492838,301.011422625
76200000,2540.51471216,298.564017292
76350000,2498.05246702,304.170529599
76500000,2295.3252733,299.67091905
76650000,2235.91002899,301.82746282
76800000,2388.17503003,300.640511226
76950000,2404.30610894,299.824635573
77100000,2155.45819177,301.243367493
77250000,2262.68924937,298.289616646
77400000,2119.05197895,306.695620245
77550000,2450.29556845,300.104311878
77700000,1763.70901844,296.213742771
77850000,2472.14230461,301.751647863
78000000,2115.11594296,304.75585229
78150000,2315.06610837,304.659270269
78300000,2453.36882642,296.796109706
78450000,2358.24492641,299.891125749
78600000,2332.2114174,301.324429569
78750000,2228.67427614,305.643702105
78900000,2312.83062169,299.689908708
79050000,2253.91169571,297.406627968
79200000,2068.59083556,300.326686798
79350000,2556.38970394,300.582167107
79500000,2286.81773367,304.064489895
79650000,2657.09588853,302.913702706
79800000,3161.78038375,303.117875382
79950000,1875.29898232,301.517290282
80100000,2004.34653389,301.896740276
80250000,2559.31921056,291.768534278
80400000,2538.51586145,299.517873449
80550000,2294.21028317,304.001947756
80700000,2697.10979299,305.543470006
80850000,3090.40682316,297.921630854
81000000,2348.19818376,300.341260861
81150000,2117.62525129,300.70266897
81300000,2300.68751205,295.211475367
81450000,2464.33299761,305.015604431
81600000,2239.61050635,301.675033513
81750000,2708.92205746,299.397229035
81900000,2264.4626196,300.169359073
82050000,2031.35238533,299.440439299
82200000,2490.45893176,302.893811201
82350000,2331.32478192,297.361222055
82500000,2803.96715635,298.885389119
82650000,2368.93274977,302.218635593
82800000,2032.70544765,305.889307909
82950000,2729.76762165,297.800374379
83100000,2299.07822412,301.014115734
83250000,3004.05432954,297.426279387
83400000,2723.19963661,305.154473435
83550000,2456.81259261,298.388952477
83700000,2118.54960053,295.332836751
83850000,2074.68212309,298.298419407
84000000,2430.76816962,300.392209672
84150000,2481.92684644,299.546506486
84300000,2891.40626827,299.83429401
84450000,2579.53591194,298.081365521
84600000,2156.00393861,297.070922815
84750000,2702.64855274,295.823608828
84900000,2730.38707919,297.789845009
85050000,1817.96553567,303.409393348
85200000,2523.60369615,299.83556012
